"Site_ID","ID","Monitoring","Monitoring_ID","Monitoring_ID.","Lake","Site","LID","Lat","Lon","Site_size","DHT","Date_Time","Weather","Lake_water_clarity_m","Sediment_sample","Macrophyte_sample","Notes","Distance_5m","Distance_20m","Distance_deep_20m","Calculated_slope","Total_ weight_reef","Shear_stress","Bottom_visible","Water_clarity","Depth_10m","Slope","Riparian_vegetation","Riparian_species","Overhanging_trees","Erosion","Sructure","Bedrock","Boulders","Cobble","Gravel","Sand","Mud","Organic_matter","Rock_size","Temperature","DO_mgl","DO_percent","Conductivity","Specific_conductivity","pH","Vegetation_nearby","Vegetation_species","Wood_cover","Other","pH1","Reef_shape.1","Distance_to_shore.1","Length.1","Width.1","Area.1","Weight.1","Depth_on_R.1","Depth_on_L.1","Hight_above.1","Depth_after.1","Volume.1","Sedimentation.1","Accumulation_of_weeds.1","Reef_shape.2","Distance_to_shore.2","Length.2","Width.2","Area.2","Weight.2","Depth_on_R.2","Depth_on_L.2","Hight_above.2","Depth_after.2","Volume.2","Sedimentation.2","Accumulation_of_weeds.2","Reef_shape.3","Distance_to_shore.3","Length.3","Width.3","Area.3","Weight.3","Depth_on_R.3","Depth_on_L.3","Hight_above.3","Depth_after.3","Volume.3","Sedimentation.3","Accumulation_of_weeds.3","Emergent_Native","Emergent_Non_Native","Submerged_Native","Submerged_Non_Native","Total_Individuals_Bullies","Total_Individuals_Common_smelt","Total_Individuals_Kōaro","Total_Individuals_Morihana","Total_Individuals_Kōura","Total_Individuals_Trout","Total_Individuals_Catfish","Total_Individuals_Eel","Total_Individuals_Mosquitofish","Weighted_CPUE_Bullies","Weighted_CPUE_Common_smelt","Weighted_CPUE_Kōaro","Weighted_CPUE_Morihana","Weighted_CPUE_Kōura","Weighted_CPUE_Trout","Weighted_CPUE_Catfish","Weighted_CPUE_Eel","Weighted_CPUE_Mosquitofish","Weighted_BCUE_Bullies","Weighted_BCUE_Common_smelt","Weighted_BCUE_Kōaro","Weighted_BCUE_Morihana","Weighted_BCUE_Kōura","Weighted_BCUE_Trout","Weighted_BCUE_Catfish","Weighted_BCUE_Eel","Weighted_BCUE_Mosquitofish","Total_Weight_Bullies","Total_Weight_Common_smelt","Total_Weight_Kōaro","Total_Weight_Morihana","Total_Weight_Kōura","Total_Weight_Trout","Total_Weight_Catfish","Total_Weight_Eel","Total_Weight_Mosquitofish","Mean_Length_Bullies","Mean_Length_Common_smelt","Mean_Length_Kōaro","Mean_Length_Morihana","Mean_Length_Kōura","Mean_Length_Trout","Mean_Length_Catfish","Mean_Length_Eel","Mean_Length_Mosquitofish","Mean_Weight_Bullies","Mean_Weight_Common_smelt","Mean_Weight_Kōaro","Mean_Weight_Morihana","Mean_Weight_Kōura","Mean_Weight_Trout","Mean_Weight_Catfish","Mean_Weight_Eel","Mean_Weight_Mosquitofish","Min_Length_Bullies","Min_Length_Common_smelt","Min_Length_Kōaro","Min_Length_Morihana","Min_Length_Kōura","Min_Length_Trout","Min_Length_Catfish","Min_Length_Eel","Min_Length_Mosquitofish","Max_Length_Bullies","Max_Length_Common_smelt","Max_Length_Kōaro","Max_Length_Morihana","Max_Length_Kōura","Max_Length_Trout","Max_Length_Catfish","Max_Length_Eel","Max_Length_Mosquitofish","Min_Weight_Bullies","Min_Weight_Common_smelt","Min_Weight_Kōaro","Min_Weight_Morihana","Min_Weight_Kōura","Min_Weight_Trout","Min_Weight_Catfish","Min_Weight_Eel","Min_Weight_Mosquitofish","Max_Weight_Bullies","Max_Weight_Common_smelt","Max_Weight_Kōaro","Max_Weight_Morihana","Max_Weight_Kōura","Max_Weight_Trout","Max_Weight_Catfish","Max_Weight_Eel","Max_Weight_Mosquitofish","Weighted_CPUE_numerator_Bullies","Weighted_CPUE_numerator_Common_smelt","Weighted_CPUE_numerator_Kōaro","Weighted_CPUE_numerator_Morihana","Weighted_CPUE_numerator_Kōura","Weighted_CPUE_numerator_Trout","Weighted_CPUE_numerator_Catfish","Weighted_CPUE_numerator_Eel","Weighted_CPUE_numerator_Mosquitofish","Weighted_BCUE_numerator_Bullies","Weighted_BCUE_numerator_Common_smelt","Weighted_BCUE_numerator_Kōaro","Weighted_BCUE_numerator_Morihana","Weighted_BCUE_numerator_Kōura","Weighted_BCUE_numerator_Trout","Weighted_BCUE_numerator_Catfish","Weighted_BCUE_numerator_Eel","Weighted_BCUE_numerator_Mosquitofish","Total_Effort_sum_Bullies","Total_Effort_sum_Common_smelt","Total_Effort_sum_Kōaro","Total_Effort_sum_Morihana","Total_Effort_sum_Kōura","Total_Effort_sum_Trout","Total_Effort_sum_Catfish","Total_Effort_sum_Eel","Total_Effort_sum_Mosquitofish","Presence_Bullies","Presence_Eel","Presence_Morihana","Presence_Common_smelt","Presence_Kōaro","Presence_Kōura","Presence_Mosquitofish","Presence_Catfish","Presence_Trout","Predator_Fish_Presence","Presence_rocks","Slope_5m","Date","Time","Year","Month","Day","Season","Date_Time_Numeric","Habitat_Type","Substrate_index"
18,16,2,"18_2","16_2","Rotoiti","Reference",54730,-38.035946522854,176.345727107707,150,"Rocky",2025-07-31 10:00:00,"Sunny",4.7,0,0,NA,27.586278169075,565.618637286375,565.447481720974,0.0353702167690778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.8,10.26,94.8,115.7,154.8,7.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0,0,0,0,0,0,0,0,3.75,0,0,0,0,0,0,0,0,68,25,0,0,0,0,0,0,0,272,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,100,NA,NA,NA,NA,NA,NA,NA,262,100,NA,NA,NA,NA,NA,NA,NA,15,0,NA,NA,NA,NA,NA,NA,NA,272,100,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,NA,0.181249531718459,2025-07-31,"10:00:00",2025,"Jul",31,"Winter",1753956000,"Rocky",5.2
19,17,2,"19_2","17_2","Rotoiti","Reference",54730,-38.0174132,176.3755268,150,"Rocky",2025-07-31 11:00:00,"Sunny",4.7,0,0,NA,13.9155980353024,411.557104130868,410.694566686954,0.0486979902396535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.3,10.02,98.6,115.3,152.3,6.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,0,4,11,8,0,0,0,0,4.5,0,1,2.75,2,0,0,0,0,139.75,6.25,23.75,97.75,39.5,0,0,0,0,559,25,95,391,158,NA,NA,NA,NA,NA,NA,120,109.909090909091,24.8571428571429,NA,NA,NA,NA,279.5,25,23.75,35.5454545454545,13,NA,NA,NA,NA,NA,NA,80,88,12,NA,NA,NA,NA,NA,NA,180,163,37,NA,NA,NA,NA,7,25,4,13,2,NA,NA,NA,NA,552,25,71,99,39,NA,NA,NA,NA,18,0,4,11,8,NA,NA,NA,NA,559,25,95,391,158,NA,NA,NA,NA,4,4,4,4,4,NA,NA,NA,NA,1,0,1,1,1,1,0,0,0,0,NA,0.359309027705136,2025-07-31,"11:00:00",2025,"Jul",31,"Winter",1753959600,"Rocky",5
20,18,2,"20_2","18_2","Rotoiti","Reference",54730,-38.0172588,176.3757789,150,"Rocky",2025-07-31 11:10:00,"Sunny",4.7,0,0,NA,10.2582815366794,393.995431341253,393.146305968451,0.0508716467543382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.3,10.02,98.6,115.3,152.3,6.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,9,0,0,3,0,0,0.25,0.25,0,2.25,0,0,0.75,0,0,24,0.25,0,106.5,0,0,317.75,0,0,96,1,NA,426,NA,NA,1271,NA,NA,NA,NA,NA,123.111111111111,NA,NA,288.333333333333,NA,NA,48,1,NA,47.3333333333333,NA,NA,423.666666666667,NA,NA,NA,NA,NA,94,NA,NA,180,NA,NA,NA,NA,NA,205,NA,NA,355,NA,NA,1,1,NA,13,NA,NA,71,NA,NA,95,1,NA,195,NA,NA,600,NA,NA,1,1,NA,9,NA,NA,3,NA,NA,96,1,NA,426,NA,NA,1271,NA,NA,4,4,NA,4,NA,NA,4,NA,NA,1,0,1,1,0,0,0,1,0,1,NA,0.487411071934617,2025-07-31,"11:10:00",2025,"Jul",31,"Winter",1753960200,"Rocky",6.2
21,19,2,"21_2","19_2","Rotoiti","Reference",54730,-38.01677,176.421,150,"Rocky",2025-07-31 11:20:00,"Sunny",4.7,0,0,"Both Fyke lose wind from south started in the middle of the night",142.695643156613,187.90193049333,187.539175274033,0.106644384943977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2,9.93,92.6,116.3,153.8,6.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,81,0,24,0,0,0,0,0.25,0,20.25,0,6,0,0,0,0,207.75,86.75,279.5,0,94,0,0,0,0,831,347,1118,NA,376,NA,NA,NA,NA,NA,NA,163.75,NA,27.1214285714286,NA,NA,NA,NA,138.833333333333,173.5,86,NA,15.7,NA,NA,NA,NA,NA,NA,80,NA,18,NA,NA,NA,NA,NA,NA,200,NA,40,NA,NA,NA,NA,1,117,3,NA,6,NA,NA,NA,NA,480,230,180,NA,44,NA,NA,NA,NA,1,0,81,NA,24,NA,NA,NA,NA,831,347,1118,NA,376,NA,NA,NA,NA,4,4,4,NA,4,NA,NA,NA,NA,1,0,0,1,1,1,0,0,0,0,NA,0.0350396122081481,2025-07-31,"11:20:00",2025,"Jul",31,"Winter",1753960800,"Rocky",5.7
22,20,2,"22_2","20_2","Rotoiti","Reference",54730,-38.0170202210521,176.420489675691,150,"Rocky",2025-07-31 11:30:00,"Sunny",4.7,0,0,"Both Fyke lose wind from south started in the middle of the night",112.652050534812,153.52894194799,153.452603021804,0.130333403319057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2,9.93,92.6,116.3,153.8,6.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,8,0,12,0,0,0,0,0,0,2,0,3,0,0,0,0,48.25,45,20,0,58.75,0,0,0,0,193,180,80,NA,235,NA,NA,NA,NA,NA,NA,NA,NA,26.7222222222222,NA,NA,NA,NA,193,180,80,NA,15.5,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,193,180,80,NA,3,NA,NA,NA,NA,193,180,80,NA,50,NA,NA,NA,NA,0,0,8,NA,12,NA,NA,NA,NA,193,180,80,NA,235,NA,NA,NA,NA,4,4,4,NA,4,NA,NA,NA,NA,1,0,0,1,1,1,0,0,0,0,NA,0.0443844561751221,2025-07-31,"11:30:00",2025,"Jul",31,"Winter",1753961400,"Rocky",5.7
3,1,3,"3_3","1_3","Rotoiti","Reef",54730,-38.0526673079263,176.47144524762,150,"Rocky",2025-10-21 12:58:00,"Windy waves",NA,0,0,"Both Fyke and boxes lose and wased to shore due to heavy wind",82.9889020904982,164.450019734722,163.768266763249,0.122123781336179,3040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.7,10.66,107.3,116.9,142.2,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0602490197369712,2025-10-21,"12:58:00",2025,"Oct",21,"Spring",1761051480,"Rocky",5.2
4,2,3,"4_3","2_3","Rotoiti","Control",54730,-38.0529135570371,176.470933127575,150,"Rocky",2025-10-21 13:18:00,"Windy waves",NA,0,0,"Both Fyke and boxes lose and wased to shore due to heavy wind",105.445519540936,180.302636624781,179.82545515734,0.111218959420961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.6,11.21,112.6,118,143.9,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.047417851623927,2025-10-21,"13:18:00",2025,"Oct",21,"Spring",1761052680,"Rocky",4.4
5,3,3,"5_3","3_3","Rotoiti","Reef",54730,-38.047698100528,176.341122568488,150,"Sandy",2025-10-21 11:31:00,NA,NA,0,0,NA,75.1030427476967,1429.22107248619,1427.76371668429,0.0140079200544795,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.6,10.37,104.3,128,155.9,7.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,1,0,0,0,0,0,0,2,0,0.25,0,0,0,0,0,0,475,0,0,0,0,0,0,0,0,1900,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,1900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,1900,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,1,NA,NA,NA,NA,NA,NA,1900,NA,0,NA,NA,NA,NA,NA,NA,4,NA,4,NA,NA,NA,NA,NA,NA,1,0,0,0,1,0,0,0,0,0,NA,0.0665751987811884,2025-10-21,"11:31:00",2025,"Oct",21,"Spring",1761046260,"Sandy",3
6,4,3,"6_3","4_3","Rotoiti","Control",54730,-38.0480187161085,176.341484639114,150,"Sandy",2025-10-21 11:13:00,NA,NA,0,0,NA,73.1064213892519,1435.7027457702,1433.76093577721,0.0139493269072493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.7,10.33,103.9,129.2,157.3,7.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,0,0,0,0,0,0.5,0,0.5,0.5,0,0,0,0,0,475,0,0,0,0,0,0,0,0,1900,NA,0,0,NA,NA,NA,NA,NA,NA,NA,96.5,92,NA,NA,NA,NA,NA,1900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,85,NA,NA,NA,NA,NA,NA,NA,115,99,NA,NA,NA,NA,NA,1900,NA,NA,NA,NA,NA,NA,NA,NA,1900,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,2,NA,NA,NA,NA,NA,1900,NA,0,0,NA,NA,NA,NA,NA,4,NA,4,4,NA,NA,NA,NA,NA,1,0,1,0,1,0,0,0,0,0,NA,0.0683934448572954,2025-10-21,"11:13:00",2025,"Oct",21,"Spring",1761045180,"Sandy",3
7,5,3,"7_3","5_3","Rotoiti","Reef",54730,-38.0222760864304,176.348643537609,150,"Sandy",2025-10-21 10:46:00,NA,NA,0,0,NA,267.55142706579,1689.68543182272,1687.01869857311,0.0118552331500037,3700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.4,9.97,102,142.6,170.6,7.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,31,0,38,5,0,2,0,0,5,7.75,0,9.5,1.25,0,0.5,0,0,200,0,0,0,0,0,0,0,0,800,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,124.236842105263,34.6,NA,350,NA,NA,800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,29,NA,330,NA,NA,NA,NA,NA,220,44,NA,370,NA,NA,800,NA,NA,NA,NA,NA,NA,NA,NA,800,NA,NA,NA,NA,NA,NA,NA,NA,20,31,NA,38,5,NA,2,NA,NA,800,0,NA,0,0,NA,0,NA,NA,4,4,NA,4,4,NA,4,NA,NA,1,0,1,1,0,1,0,1,0,1,NA,0.018687996004486,2025-10-21,"10:46:00",2025,"Oct",21,"Spring",1761043560,"Sandy",2.4
8,6,3,"8_3","6_3","Rotoiti","Control",54730,-38.0218725085535,176.348304238168,150,"Sandy",2025-10-21 10:31:00,NA,NA,0,0,NA,220.524873221001,1741.06263130931,1738.07490007139,0.0115069839620712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.2,9.6,97.7,143.6,172.6,7.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,29,1,1,2,0,0,1.5,0,0,7.25,0.25,0.25,0.5,0,0,75,0,0,0,0,0,0,0,0,300,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,132.172413793103,23,40,95,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,23,40,90,NA,NA,NA,NA,NA,200,23,40,100,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,29,1,1,2,NA,NA,300,NA,NA,0,0,0,0,NA,NA,4,NA,NA,4,4,4,4,NA,NA,1,0,1,0,0,1,0,1,1,1,NA,0.022673179342401,2025-10-21,"10:31:00",2025,"Oct",21,"Spring",1761042660,"Sandy",3
9,7,3,"9_3","7_3","Rotoiti","Reef",54730,-38.0400700989088,176.368333417899,150,"Sandy",2025-10-21 12:24:00,NA,NA,0,0,NA,130.678248479696,334.104864132139,332.37012426407,0.0601738800810806,1920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.3,10.26,106.8,168.3,197.5,4.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,21,11,4,0,0,0,0,0,2.5,5.25,2.75,1,0,0,0,0,75,0,0,0,0,0,0,0,0,300,0,0,0,0,NA,NA,NA,NA,NA,NA,74.5238095238095,162.181818181818,32.8333333333333,NA,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,102,29,NA,NA,NA,NA,NA,NA,110,205,40,NA,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,0,10,21,11,4,NA,NA,NA,NA,300,0,0,0,0,NA,NA,NA,NA,4,4,4,4,4,NA,NA,NA,NA,1,0,1,1,1,1,0,0,0,0,NA,0.0382619147269706,2025-10-21,"12:24:00",2025,"Oct",21,"Spring",1761049440,"Sandy",3
10,8,3,"10_3","8_3","Rotoiti","Control",54730,-38.0399884269911,176.367640974845,150,"Sandy",2025-10-21 12:19:00,NA,NA,0,0,NA,69.5081840126718,381.61439291614,380.359464057203,0.0525818387339829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.7,10.31,106.1,162.9,193.4,6.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,4,0,0,0,0,0,0,0,0.75,1,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,200,0,0,NA,NA,NA,NA,NA,NA,NA,NA,78.75,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,0,3,4,NA,NA,NA,NA,NA,NA,200,0,0,NA,NA,NA,NA,NA,NA,4,4,4,NA,NA,NA,NA,NA,NA,1,0,0,1,1,0,0,0,0,0,NA,0.0719339754163116,2025-10-21,"12:19:00",2025,"Oct",21,"Spring",1761049140,"Sandy",3
11,9,3,"11_3","9_3","Rotoiti","Reef",54730,-38.0149838,176.4133799,150,"Sandy",2025-10-21 09:42:00,NA,NA,0,0,NA,168.339491020125,259.826404337621,256.267203593034,0.0780435409587606,3010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.8,10.25,101.3,121.2,150.4,8.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,40,0,2,18,0,1,0,0,0.5,10,0,0.5,4.5,0,0.25,0,0,150,0,0,0,0,0,0,0,0,600,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,174,30.1607142857143,NA,350,NA,NA,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170,23,NA,350,NA,NA,NA,NA,NA,178,40,NA,350,NA,NA,600,NA,NA,NA,NA,NA,NA,NA,NA,600,NA,NA,NA,NA,NA,NA,NA,NA,2,40,NA,2,18,NA,1,NA,NA,600,0,NA,0,0,NA,0,NA,NA,4,4,NA,4,4,NA,4,NA,NA,1,0,1,1,0,1,0,1,0,1,NA,0.029701883792688,2025-10-21,"09:42:00",2025,"Oct",21,"Spring",1761039720,"Sandy",3.35
12,10,3,"12_3","10_3","Rotoiti","Control",54730,-38.0149894250948,176.414205051426,150,"Rocky",2025-10-21 09:42:00,NA,NA,0,0,NA,138.622117701376,221.365381729161,219.146731835821,0.0912630539020928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.8,10.25,101.3,121.2,150.4,8.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,0,2,6,0,0,0,0,1.25,1,0,0.5,1.5,0,0,0,0,100,0,0,0,0,0,0,0,0,400,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,126,26.3333333333333,NA,NA,NA,NA,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,18,NA,NA,NA,NA,NA,NA,NA,151,33,NA,NA,NA,NA,400,NA,NA,NA,NA,NA,NA,NA,NA,400,NA,NA,NA,NA,NA,NA,NA,NA,5,4,NA,2,6,NA,NA,NA,NA,400,0,NA,0,0,NA,NA,NA,NA,4,4,NA,4,4,NA,NA,NA,NA,1,0,1,1,0,1,0,0,0,0,NA,0.0360692801618509,2025-10-21,"09:42:00",2025,"Oct",21,"Spring",1761039720,"Rocky",5
